DATAFLOW,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,DECIMALS,BASE_PER
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-09,92.30025773,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2022-11,96.55283505,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2021-07,96.8427835,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2021-03,97.51932989,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,TOCAPA,IX,G45,Y,_Z,2026-06,95.4406384971939,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,TOCAPA,IX,G45,Y,_Z,2026-05,93.2701258299675,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,TOCAPA,IX,G45,Y,_Z,2026-04,93.14189757999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,TOCAPA,IX,G45,Y,_Z,2026-03,93.56427963,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,CP,IX,_Z,_Z,_Z,2026-06,131.36377773049,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,CP,IX,_Z,_Z,_Z,2026-05,131.78549130265898,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,CP,IX,_Z,_Z,_Z,2026-04,131.99634809,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,CP,IX,_Z,_Z,_Z,2026-03,131.25834934,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-03,95.39999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-01,95,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2023-05,100.8,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2023-04,99.3,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2023-01,100.09999999999998,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2022-05,98.5,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2021-05,99.7,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2026-05,106.66410969412199,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2026-04,105.7435995781,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2026-05,88.72422680412339,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2026-04,88.0476804123708,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2025-08,87.1778350515461,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2025-05,89.3041237113399,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2024-05,88.1443298969069,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2024-03,90.8505154639172,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2024-01,90.8505154639172,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-05,95.7796391752574,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-04,94.90979381443269,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-01,95.6829896907213,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2022-05,95.296391752577,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2021-05,96.45618556701,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2023-08,98.3,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2023-07,98,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2023-06,99.2,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2023-03,100,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2022-12,98.6,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2022-10,100.39999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2022-08,98.6,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2022-07,99.39999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2022-06,99.6,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2022-03,95.39999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2022-02,100.69999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2022-01,100.89999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2021-11,99.7,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2021-08,94.69999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2021-07,100.6,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2021-06,98.2,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2021-01,101.89999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2025-03,105.28334452000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2025-01,108.96538498999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-12,103.44232429,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-10,108.04487487,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-07,112.41729792,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-06,110.23108639999998,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-02,113.33780804,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2022-03,114.25831816,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2022-02,113.7980631,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2021-08,112.87755297999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2021-03,118.51567744,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2021-02,106.6641097,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2024-12,87.75773196,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-09,92.8,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-12,90.36726804,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-02,98.0992268,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2023-02,102.69999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2022-12,94.52319587,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2022-02,97.71262886,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2026-02,88.53092783,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2023-11,96.1,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-06,94.13659794,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2026-05,92.60000000000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2026-04,91.9,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-08,91,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-05,93.2,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-05,92.4,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-04,95.6,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2024-08,90.3672680412368,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2024-07,88.3376288659791,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2024-06,90.6572164948451,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2024-04,91.14046391752551,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2024-02,91.91365979381409,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-11,91.8170103092781,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-10,92.10695876288631,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-08,93.2667525773193,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-07,93.2667525773193,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2023-03,95.7796391752574,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2022-10,95.9729381443296,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2022-08,95.296391752577,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2022-07,96.2628865979378,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2022-06,96.2628865979378,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2022-04,94.5231958762884,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2022-03,92.5902061855667,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2022-01,97.3260309278348,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2021-12,97.615979381443,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2021-11,96.2628865979378,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2021-10,95.87628865979349,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2021-08,92.01030927835019,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2021-06,95.10309278350489,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,BTE,Y,_Z,2021-01,98.09922680412339,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2026-03,105.39840828459099,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2026-02,101.71636782050099,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2026-01,103.44232428804301,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2025-12,104.592961933071,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2025-11,102.867005465529,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2025-10,103.902579346054,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2025-09,102.982069230032,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2025-08,104.01764311055699,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2025-06,103.67245181704901,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2025-05,103.097132994535,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2025-04,105.39840828459099,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2025-02,105.513472049094,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2024-12,105.168280755585,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2024-11,105.62853581359698,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2024-10,104.708025697574,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2024-09,105.39840828459099,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2024-08,105.28334452008801,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2024-06,106.08879087160801,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2024-05,105.62853581359698,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2024-04,106.66410969412199,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2024-03,109.310576277687,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2024-02,111.611851567744,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2024-01,106.08879087160801,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-11,107.81474733914999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-09,110.346150158213,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-08,109.195512513184,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-05,113.10768050628099,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-04,111.49678780324099,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-03,109.540703806693,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2023-01,111.84197909675,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2022-12,103.44232428804301,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2022-11,111.15159650973301,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2022-09,110.11602262920701,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2022-08,109.88589510020098,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2022-07,110.92146898072698,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2022-06,112.53236168376598,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2022-05,112.53236168376598,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2022-04,111.03653274522999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2022-01,114.603509444817,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2021-12,113.79806309329801,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2021-11,115.40895579633701,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2021-09,114.603509444817,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2021-07,114.71857320932,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2021-06,116.214402147857,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2021-05,116.789720970371,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2021-04,116.444529676863,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,F,Y,_Z,2021-01,108.965384984179,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2026-03,91.60000000000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2026-02,92.10000000000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2026-01,92,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-12,92.60000000000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-11,93.7,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-10,92.10000000000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-09,92,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-07,93.4,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-06,93,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-04,93.3,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-03,96.3,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-02,93,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2025-01,93.89999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-12,91.5,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-11,93.4,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-10,92.8,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-08,94.69999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-07,92.60000000000001,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-06,95,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2024-02,96.6,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2023-12,94.1,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2023-10,96.69999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2014-08,99.7,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2014-07,103.69999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2014-06,101.6,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2014-05,101.49999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2014-04,102.49999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2014-03,102.8,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2014-02,102.4,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2014-01,102.29999999999998,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2013-12,102.89999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2013-11,102.69999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2013-10,100.39999999999999,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2013-09,101.1,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2013-08,101.6,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2013-07,99.3,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2013-06,101.1,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2013-05,99.5,A,0,1,2015
OECD.SDD.STES:DSD_KEI@DF_KEI(4.0),DEU,M,PRVM,IX,C,Y,_Z,2013-04,100,A,0,1,2015
